Pair,Ticker1,Ticker2,p_value,n,q_value,rank
ALL-VZ,ALL,VZ,0.004712127643688356,404,0.09862151489672674,366
CZR-UPS,CZR,UPS,0.004717813529421755,404,0.09862151489672674,367
HON-TT,HON,TT,0.004730153226425481,404,0.09862151489672674,368
AMZN-RJF,AMZN,RJF,0.004735064941959868,403,0.09862151489672674,369
AXON-MA,AXON,MA,0.004749963662554804,404,0.09862151489672674,370
BIIB-DE,BIIB,DE,0.004752241097683804,403,0.09862151489672674,371
HIG-PPL,HIG,PPL,0.00476703937088377,404,0.09862151489672674,372
HIG-VZ,HIG,VZ,0.0047703909012837276,404,0.09862151489672674,373
MA-RL,MA,RL,0.004773560299927138,404,0.09862151489672674,374
CME-MRK,CME,MRK,0.0047790877798731795,404,0.09862151489672674,375
GPC-TSLA,GPC,TSLA,0.00478247836040375,403,0.09862151489672674,376
GPC-MPC,GPC,MPC,0.004796435100806246,404,0.09862151489672674,377
CL-LLY,CL,LLY,0.0048054870289601795,404,0.09862151489672674,378
MOH-TEL,MOH,TEL,0.004811115220216171,404,0.09862151489672674,379
CPT-UDR,CPT,UDR,0.004825004515106298,404,0.09864594757331797,380
DGX-PM,DGX,PM,0.004875305248984783,404,0.09941272041827502,381
MCO-RMD,MCO,RMD,0.0049071501129476095,404,0.09960323395763779,382
EL-GPC,EL,GPC,0.004913601164148441,404,0.09960323395763779,383
META-NDAQ,META,NDAQ,0.004954998669352147,404,0.09960323395763779,384
RJF-UAL,RJF,UAL,0.004955750482870517,404,0.09960323395763779,385
HD-MSCI,HD,MSCI,0.004969507069347207,404,0.09960323395763779,386
BR-ORLY,BR,ORLY,0.004973321523437834,404,0.09960323395763779,387
MHK-NVR,MHK,NVR,0.004983727646469627,404,0.09960323395763779,388
DTE-WST,DTE,WST,0.004987213027355014,404,0.09960323395763779,389
NI-WELL,NI,WELL,0.005018391390969391,404,0.09973899299536719,390
MRNA-PAYX,MRNA,PAYX,0.0050210499657113135,404,0.09973899299536719,391
BSX-ETR,BSX,ETR,0.005039002666490774,403,0.09973899299536719,392
LKQ-RMD,LKQ,RMD,0.005045362884178055,404,0.09973899299536719,393
CFG-MCO,CFG,MCO,0.0051224592080453026,404,0.10057070706650013,394
CTVA-NRG,CTVA,NRG,0.005134856945981542,404,0.10057070706650013,395
AVY-VRSN,AVY,VRSN,0.005140596209333455,404,0.10057070706650013,396
COST-TJX,COST,TJX,0.0051436091331924704,403,0.10057070706650013,397
DASH-LH,DASH,LH,0.0051635120776292375,404,0.10057070706650013,398
CSCO-DASH,CSCO,DASH,0.005165106464092362,404,0.10057070706650013,399
GL-SOLV,GL,SOLV,0.005185174921142795,346,0.10070905990589592,400
KKR-LII,KKR,LII,0.0052052693368582715,404,0.10084153643123814,401
ENPH-MRK,ENPH,MRK,0.005217955675808692,404,0.10084153643123814,402
CPT-TYL,CPT,TYL,0.005236170439514205,404,0.10094245197167706,403
CL-UHS,CL,UHS,0.005268138165132929,404,0.10108232842546949,404
CB-ESS,CB,ESS,0.005276076526827182,404,0.10108232842546949,405
MRNA-OXY,MRNA,OXY,0.005296716173321544,404,0.10108232842546949,406
MMM-PNW,MMM,PNW,0.005307249289583883,404,0.10108232842546949,407
GPC-MCHP,GPC,MCHP,0.00530848114269424,404,0.10108232842546949,408
ODFL-POOL,ODFL,POOL,0.005324593298209626,404,0.1011412355349403,409
ABT-STZ,ABT,STZ,0.005344630043691149,403,0.10127422148643057,410
PH-RMD,PH,RMD,0.005363217130306938,404,0.10130451651629929,411
MTD-TER,MTD,TER,0.005394012683893118,404,0.10130451651629929,412
CB-UDR,CB,UDR,0.0054003012493493196,404,0.10130451651629929,413
EL-SMCI,EL,SMCI,0.005401220905843641,404,0.10130451651629929,414
LNT-WELL,LNT,WELL,0.0054367644858820995,404,0.10130451651629929,415
AXON-BKNG,AXON,BKNG,0.00544710459718322,404,0.10130451651629929,416
APD-LII,APD,LII,0.005448929078016305,404,0.10130451651629929,417
CHRW-MSI,CHRW,MSI,0.0054622982241975615,404,0.10130451651629929,418
CF-DLR,CF,DLR,0.005463585071480165,404,0.10130451651629929,419
NFLX-PLTR,NFLX,PLTR,0.005480358336327072,404,0.10137358074982149,420
COR-VRSN,COR,VRSN,0.0055401460467507145,404,0.1019193698759123,421
PRU-TTD,PRU,TTD,0.005554641460605987,404,0.1019193698759123,422
BAC-GM,BAC,GM,0.00558086195980272,404,0.1019193698759123,423
CHTR-PANW,CHTR,PANW,0.005580959964606536,404,0.1019193698759123,424
MET-TRGP,MET,TRGP,0.005593921642471991,404,0.1019193698759123,425
HIG-RMD,HIG,RMD,0.005599016962413243,404,0.1019193698759123,426
OXY-WEC,OXY,WEC,0.005607026918811984,404,0.1019193698759123,427
CTAS-RMD,CTAS,RMD,0.0056148140438782934,404,0.1019193698759123,428
BR-TDY,BR,TDY,0.005671356014375149,404,0.10269338955739557,429
EL-REG,EL,REG,0.0056975600685798275,404,0.10269338955739557,430
AFL-K,AFL,K,0.005698391228346183,403,0.10269338955739557,431
ES-HIG,ES,HIG,0.005710328779610617,404,0.10269338955739557,432
L-NDAQ,L,NDAQ,0.005733940239979394,404,0.10282457967086321,433
RMD-TT,RMD,TT,0.005762975914212498,404,0.10282457967086321,434
LW-RSG,LW,RSG,0.005772757442371686,404,0.10282457967086321,435
BSX-EVRG,BSX,EVRG,0.005794845144956711,404,0.10282457967086321,436
DE-NFLX,DE,NFLX,0.00580217600475903,404,0.10282457967086321,437
MRK-V,MRK,V,0.005821737195290584,403,0.10282457967086321,438
HON-PWR,HON,PWR,0.005858160499368296,404,0.10282457967086321,439
D-TT,D,TT,0.005872137908907466,404,0.10282457967086321,440
HUM-PAYX,HUM,PAYX,0.005884646494135273,404,0.10282457967086321,441
DGX-HWM,DGX,HWM,0.0058924544917864224,404,0.10282457967086321,442
NI-TKO,NI,TKO,0.005935960997488171,404,0.10282457967086321,443
MRK-T,MRK,T,0.005945671080935172,404,0.10282457967086321,444
GILD-TDY,GILD,TDY,0.005946562141597217,404,0.10282457967086321,445
DRI-REGN,DRI,REGN,0.005957897306240897,404,0.10282457967086321,446
ODFL-WY,ODFL,WY,0.005963066634791546,404,0.10282457967086321,447
ES-NEM,ES,NEM,0.005969321534346304,404,0.10282457967086321,448
META-RCL,META,RCL,0.005979140366762785,403,0.10282457967086321,449
ABBV-CMS,ABBV,CMS,0.005980735352487477,403,0.10282457967086321,450
ES-GE,ES,GE,0.006006628452005857,404,0.10282457967086321,451
COP-MRNA,COP,MRNA,0.006006918299694207,404,0.10282457967086321,452
EVRG-MO,EVRG,MO,0.00600889599205781,404,0.10282457967086321,453
HON-NWS,HON,NWS,0.006031167508026508,404,0.10282457967086321,454
TYL-WBA,TYL,WBA,0.0060331381256784385,404,0.10282457967086321,455
BAC-VST,BAC,VST,0.006064145495752951,404,0.10282457967086321,456
BSX-FOXA,BSX,FOXA,0.006071765005294394,404,0.10282457967086321,457
FFIV-GILD,FFIV,GILD,0.006097223750586663,404,0.10282457967086321,458
AJG-EL,AJG,EL,0.006097750359890455,404,0.10282457967086321,459
SYK-TRV,SYK,TRV,0.006111606737951857,404,0.10282457967086321,460
APA-OXY,APA,OXY,0.006112264639030511,404,0.10282457967086321,461
KKR-SRE,KKR,SRE,0.006134406125441372,404,0.10282457967086321,462
AES-BG,AES,BG,0.006156888096253305,404,0.10282457967086321,463
HBAN-PNR,HBAN,PNR,0.006170832580469636,404,0.10282457967086321,464
EXR-IRM,EXR,IRM,0.006188739001909481,404,0.10282457967086321,465
BX-KEY,BX,KEY,0.006190688220239833,404,0.10282457967086321,466
AKAM-CNP,AKAM,CNP,0.006198243440324043,404,0.10282457967086321,467
DASH-DE,DASH,DE,0.006210817265070948,404,0.10282457967086321,468
DVA-SW,DVA,SW,0.006213242482523134,404,0.10282457967086321,469
DOW-EG,DOW,EG,0.006227530698971304,404,0.10282457967086321,470
MTCH-PLD,MTCH,PLD,0.006253582230414343,404,0.10282457967086321,471
AME-DIS,AME,DIS,0.00625770945909443,404,0.10282457967086321,472
GILD-MRK,GILD,MRK,0.006269629305438433,404,0.10282457967086321,473
CSCO-LH,CSCO,LH,0.006291114145386884,404,0.10282457967086321,474
AME-ITW,AME,ITW,0.006300391538462023,404,0.10282457967086321,475
DOV-DVA,DOV,DVA,0.006321321127967502,404,0.10282457967086321,476
COO-EG,COO,EG,0.006325972307322301,404,0.10282457967086321,477
RCL-STT,RCL,STT,0.006351353327479859,403,0.10282457967086321,478
CFG-RMD,CFG,RMD,0.006352725094465398,404,0.10282457967086321,479
DG-SMCI,DG,SMCI,0.006352915206849575,404,0.10282457967086321,480
AMAT-NXPI,AMAT,NXPI,0.006374565832044936,404,0.10296050301280064,481
L-WELL,L,WELL,0.006427785437550205,404,0.10346167035308275,482
HLT-SYF,HLT,SYF,0.006432687482387277,404,0.10346167035308275,483
DAL-SW,DAL,SW,0.006457195153856089,404,0.10346167035308275,484
IPG-REGN,IPG,REGN,0.006490925203510275,404,0.10346167035308275,485
DRI-PEP,DRI,PEP,0.006494699312422426,404,0.10346167035308275,486
DGX-DTE,DGX,DTE,0.0065068232409361835,404,0.10346167035308275,487
ADP-MRNA,ADP,MRNA,0.006518721170069632,404,0.10346167035308275,488
ABBV-JNJ,ABBV,JNJ,0.00653412154220779,403,0.10346167035308275,489
HOLX-ON,HOLX,ON,0.006537344980842562,404,0.10346167035308275,490
ALB-ROL,ALB,ROL,0.006546896466908892,404,0.10346167035308275,491
PSX-SMCI,PSX,SMCI,0.0065611188108780335,403,0.10346167035308275,492
NUE-PSX,NUE,PSX,0.006565401400961487,403,0.10346167035308275,493
BEN-PG,BEN,PG,0.006581242724961736,404,0.10350136585066341,494
INTC-LNT,INTC,LNT,0.006633621044862318,404,0.10403342091496455,495
MRK-OXY,MRK,OXY,0.006641855679472573,404,0.10403342091496455,496
COF-ELV,COF,ELV,0.006681612770955393,404,0.10426945265277353,497
ENPH-LYB,ENPH,LYB,0.006683767205699732,404,0.10426945265277353,498
AVY-FANG,AVY,FANG,0.006722023481260811,404,0.10433302631998545,499
ARE-COR,ARE,COR,0.006739892650335807,404,0.10433302631998545,500
JPM-META,JPM,META,0.006751559363797159,404,0.10433302631998545,501
DVA-OKE,DVA,OKE,0.006755725363571107,404,0.10433302631998545,502
APA-PPL,APA,PPL,0.006758557516231084,404,0.10433302631998545,503
KO-WST,KO,WST,0.006768418749552409,404,0.10433302631998545,504
META-TRMB,META,TRMB,0.006788148849904082,404,0.10442995725723725,505
FANG-GL,FANG,GL,0.006818306050491597,404,0.10468660021001822,506
APA-CDW,APA,CDW,0.006842886215139566,404,0.10468821288139471,507
ECL-RTX,ECL,RTX,0.00684536132626445,404,0.10468821288139471,508
MRK-PLTR,MRK,PLTR,0.006864963961228389,404,0.1047817387323838,509
ECL-TDG,ECL,TDG,0.006882242721993227,404,0.1048120906819541,510
CNP-IPG,CNP,IPG,0.006893934655487006,404,0.1048120906819541,511
BR-LYV,BR,LYV,0.006935230813027317,404,0.10523400036408052,512
TGT-TTWO,TGT,TTWO,0.006952209097252698,404,0.10528598923305305,513
BSX-FOX,BSX,FOX,0.0069713464752375505,404,0.10534629417395938,514
MCO-SPGI,MCO,SPGI,0.006983310786406112,404,0.10534629417395938,515
AFL-INTC,AFL,INTC,0.007025308920029076,403,0.10537320821313086,516
APA-TMUS,APA,TMUS,0.007041152896407408,404,0.10537320821313086,517
FANG-VRSN,FANG,VRSN,0.007057528931374724,404,0.10537320821313086,518
EL-TPL,EL,TPL,0.007078987550836599,404,0.10537320821313086,519
CRL-PSX,CRL,PSX,0.007097427532029584,403,0.10537320821313086,520
BR-GILD,BR,GILD,0.007103544336248192,404,0.10537320821313086,521
SOLV-SYK,SOLV,SYK,0.007110981221305959,346,0.10537320821313086,522
KLAC-TAP,KLAC,TAP,0.00712092488970018,404,0.10537320821313086,523
INTC-TYL,INTC,TYL,0.007130574698067901,404,0.10537320821313086,524
GILD-MRNA,GILD,MRNA,0.007137005488567988,404,0.10537320821313086,525
MGM-TXT,MGM,TXT,0.007153218749271409,404,0.10537320821313086,526
DVN-TTWO,DVN,TTWO,0.007158273085851326,404,0.10537320821313086,527
CRL-HAL,CRL,HAL,0.0071797592193809335,404,0.10537320821313086,528
KHC-V,KHC,V,0.007180845740714402,403,0.10537320821313086,529
MOS-UNH,MOS,UNH,0.007188544259616341,404,0.10537320821313086,530
FOXA-PODD,FOXA,PODD,0.007217494393829109,404,0.10540126757079102,531
AJG-WST,AJG,WST,0.0072175922702614,404,0.10540126757079102,532
KKR-TFC,KKR,TFC,0.007245990815466213,404,0.10550053325763009,533
CHRW-LKQ,CHRW,LKQ,0.007251549074472193,404,0.10550053325763009,534
NSC-SYY,NSC,SYY,0.007269003741903653,404,0.10552241069229333,535
D-LKQ,D,LKQ,0.007308730080466264,404,0.10552241069229333,536
BXP-KIM,BXP,KIM,0.007315377982753356,404,0.10552241069229333,537
PNC-RF,PNC,RF,0.007332296807994277,404,0.10552241069229333,538
AXON-TRV,AXON,TRV,0.0073331757892389805,404,0.10552241069229333,539
BR-FOXA,BR,FOXA,0.0073609053072936316,404,0.10552241069229333,540
FFIV-MRNA,FFIV,MRNA,0.007379409880420706,404,0.10552241069229333,541
PEP-V,PEP,V,0.007389766760201356,403,0.10552241069229333,542
SWKS-V,SWKS,V,0.007395997881742385,403,0.10552241069229333,543
HBAN-TSLA,HBAN,TSLA,0.007400884312783211,403,0.10552241069229333,544
GWW-USB,GWW,USB,0.007402460268670339,404,0.10552241069229333,545
CMCSA-CZR,CMCSA,CZR,0.0074326326921564465,403,0.10564768681492939,546
GM-VST,GM,VST,0.007438445705723565,404,0.10564768681492939,547
T-WEC,T,WEC,0.007478974930963499,404,0.10602948218732743,548
JPM-RCL,JPM,RCL,0.007531027677084206,403,0.1062766950375088,549
HAL-T,HAL,T,0.007536574612645731,404,0.1062766950375088,550
EQT-V,EQT,V,0.007537451276311926,403,0.1062766950375088,551
AWK-KO,AWK,KO,0.007598473427511933,403,0.10694300735206559,552
AXP-RCL,AXP,RCL,0.007622918630572411,403,0.1069651827260635,553
AMP-DLR,AMP,DLR,0.00762905267227175,404,0.1069651827260635,554
COP-MRK,COP,MRK,0.007641353637915464,404,0.1069651827260635,555
BRK-B-PGR,BRK-B,PGR,0.007684396476975731,404,0.1071267700793272,556
EW-O,EW,O,0.007706426428261733,404,0.1071267700793272,557
COF-PLTR,COF,PLTR,0.007722029708171242,404,0.1071267700793272,558
GILD-OXY,GILD,OXY,0.007728384666765462,404,0.1071267700793272,559
HLT-NTRS,HLT,NTRS,0.007729098628066986,404,0.1071267700793272,560
SLB-UPS,SLB,UPS,0.007735631099820125,404,0.1071267700793272,561
INCY-SPG,INCY,SPG,0.0077816425525540816,404,0.1072904333432362,562
BR-EVRG,BR,EVRG,0.007784514153971909,404,0.1072904333432362,563
CME-DRI,CME,DRI,0.007799065528408866,404,0.1072904333432362,564
EQIX-MSCI,EQIX,MSCI,0.007803083998306882,404,0.1072904333432362,565
ATO-OXY,ATO,OXY,0.00781649958453748,404,0.1072904333432362,566
ATO-DGX,ATO,DGX,0.007840971993159354,404,0.10743652806852737,567
AVGO-GS,AVGO,GS,0.007910595724918278,403,0.10819967990649666,568
AFL-DXCM,AFL,DXCM,0.007959466344562443,403,0.10856628570466902,569
MSCI-SBUX,MSCI,SBUX,0.007965347258548248,404,0.10856628570466902,570
DHR-DRI,DHR,DRI,0.007980619214606504,404,0.10858394164321879,571
MSFT-TEL,MSFT,TEL,0.00801718660571896,404,0.1088729443055007,572
AXP-MS,AXP,MS,0.008040801383959925,404,0.1088729443055007,573
FOXA-TKO,FOXA,TKO,0.008059945700776339,404,0.1088729443055007,574
LEN-OMC,LEN,OMC,0.008063990810769016,403,0.1088729443055007,575
KEYS-LUV,KEYS,LUV,0.008071928938083202,404,0.1088729443055007,576
CF-PNR,CF,PNR,0.008111542162937352,404,0.10898864004766315,577
CMI-KEY,CMI,KEY,0.008170683153347503,404,0.10898864004766315,578
HUM-WMB,HUM,WMB,0.00817385056999247,404,0.10898864004766315,579
DD-NTAP,DD,NTAP,0.008176203879694616,404,0.10898864004766315,580
CRWD-KHC,CRWD,KHC,0.008183728435063356,403,0.10898864004766315,581
AKAM-JBHT,AKAM,JBHT,0.008191672702140449,404,0.10898864004766315,582
AMZN-SYF,AMZN,SYF,0.008196949749939031,403,0.10898864004766315,583
LH-MRK,LH,MRK,0.008214104670598335,404,0.10898864004766315,584
PPG-TKO,PPG,TKO,0.008230563451288697,404,0.10898864004766315,585
ABNB-AFL,ABNB,AFL,0.008247890885275336,403,0.10898864004766315,586
BKNG-COF,BKNG,COF,0.008257377277269433,404,0.10898864004766315,587
GPC-TMUS,GPC,TMUS,0.008269343450616152,404,0.10898864004766315,588
BKR-TRGP,BKR,TRGP,0.008275035617135645,404,0.10898864004766315,589
GM-RF,GM,RF,0.00832918338883856,404,0.10898864004766315,590
APD-MTB,APD,MTB,0.008330557782498197,404,0.10898864004766315,591
CRWD-SCHW,CRWD,SCHW,0.008347420534283351,404,0.10898864004766315,592
GEHC-MAS,GEHC,MAS,0.008363314854181871,404,0.10898864004766315,593
ABBV-VICI,ABBV,VICI,0.00836686064253224,403,0.10898864004766315,594
EVRG-NI,EVRG,NI,0.008369558388797603,404,0.10898864004766315,595
GPC-PSX,GPC,PSX,0.008370182444167385,403,0.10898864004766315,596
MRNA-XEL,MRNA,XEL,0.008388550913583065,404,0.10898864004766315,597
BX-KKR,BX,KKR,0.008389137179624476,404,0.10898864004766315,598
AEE-BR,AEE,BR,0.008438152864565517,403,0.10934212226894291,599
MDT-SOLV,MDT,SOLV,0.008444493932470813,345,0.10934212226894291,600
STZ-V,STZ,V,0.008462331856748365,403,0.10939077569896515,601
COR-TMO,COR,TMO,0.008499509024375346,404,0.10968884652885726,602
GM-PEG,GM,PEG,0.008538716436370417,404,0.10985563289156627,603
ATO-BR,ATO,BR,0.008540713382225,404,0.10985563289156627,604
FE-O,FE,O,0.00855932915541522,404,0.10991310447672867,605
CB-PNW,CB,PNW,0.008586802257928019,404,0.11008393851789237,606
BK-PODD,BK,PODD,0.008616606612260545,404,0.11027489652183065,607
SYK-WFC,SYK,WFC,0.008630085865011333,404,0.11027489652183065,608
ABNB-O,ABNB,O,0.008666633941495418,404,0.11056006418961889,609
ABBV-AEP,ABBV,AEP,0.008681228794339427,403,0.1105646991856115,610
AIZ-MET,AIZ,MET,0.008731157813730366,404,0.11080741206473267,611
ES-LULU,ES,LULU,0.008732449556626722,404,0.11080741206473267,612
PM-SLB,PM,SLB,0.00874307421749017,404,0.11080741206473267,613
PAYX-TRV,PAYX,TRV,0.008807833535756733,404,0.11081341388240341,614
CMS-MMM,CMS,MMM,0.008807914147388993,404,0.11081341388240341,615
SOLV-TDY,SOLV,TDY,0.00882317345021518,346,0.11081341388240341,616
LH-MRNA,LH,MRNA,0.008826623631609288,404,0.11081341388240341,617
LII-RF,LII,RF,0.00882751931108829,404,0.11081341388240341,618
LH-MA,LH,MA,0.008830006704986976,404,0.11081341388240341,619
MGM-PSX,MGM,PSX,0.008846489723790948,403,0.11081341388240341,620
HLT-HON,HLT,HON,0.00886438203878372,404,0.11081341388240341,621
HUM-KR,HUM,KR,0.008884876124482799,404,0.11081341388240341,622
ENPH-PLTR,ENPH,PLTR,0.008886183144386321,404,0.11081341388240341,623
BLDR-MCK,BLDR,MCK,0.008935243860828864,404,0.11124664992753115,624
CAH-DRI,CAH,DRI,0.008999684810579998,404,0.11172463721143865,625
HON-WAB,HON,WAB,0.009002397077405149,404,0.11172463721143865,626
FOXA-XEL,FOXA,XEL,0.009033607285646913,404,0.1119331658727127,627
BRO-TPL,BRO,TPL,0.009070423956716618,404,0.11193493848111309,628
ISRG-MET,ISRG,MET,0.009103732300101027,404,0.11193493848111309,629
ALB-TGT,ALB,TGT,0.009106645220314262,404,0.11193493848111309,630
ALL-HUM,ALL,HUM,0.009112397590565638,404,0.11193493848111309,631
SYK-TRMB,SYK,TRMB,0.009147641047978673,404,0.11193493848111309,632
EW-REG,EW,REG,0.009149434357915542,404,0.11193493848111309,633
LNT-VTR,LNT,VTR,0.009184867374694528,404,0.11193493848111309,634
NDAQ-RMD,NDAQ,RMD,0.009196065023996178,404,0.11193493848111309,635
ECL-GE,ECL,GE,0.00920439039816143,404,0.11193493848111309,636
CRWD-EQT,CRWD,EQT,0.00920838200083059,403,0.11193493848111309,637
ITW-KEYS,ITW,KEYS,0.009241741118005657,404,0.11193493848111309,638
AVGO-NTRS,AVGO,NTRS,0.009256811785281755,404,0.11193493848111309,639
INCY-KKR,INCY,KKR,0.009263284922863494,404,0.11193493848111309,640
HON-NWSA,HON,NWSA,0.009266828140471096,404,0.11193493848111309,641
MO-SLB,MO,SLB,0.00927600219415581,404,0.11193493848111309,642
BIIB-V,BIIB,V,0.00927889039405277,403,0.11193493848111309,643
COF-CSCO,COF,CSCO,0.009286440806330665,404,0.11193493848111309,644
PYPL-USB,PYPL,USB,0.009320949220449341,404,0.11193493848111309,645
ABNB-VTR,ABNB,VTR,0.00934701845953181,404,0.11193493848111309,646
AES-AOS,AES,AOS,0.009353280037198021,404,0.11193493848111309,647
AMZN-MS,AMZN,MS,0.009368569432380805,403,0.11193493848111309,648
HIG-PNW,HIG,PNW,0.00937391957860202,404,0.11193493848111309,649
FOX-PODD,FOX,PODD,0.009405861744959101,404,0.11193493848111309,650
PH-PNR,PH,PNR,0.009409792796226535,404,0.11193493848111309,651
ARE-TTWO,ARE,TTWO,0.009420403317405282,404,0.11193493848111309,652
DE-MA,DE,MA,0.009425629657529895,404,0.11193493848111309,653
CINF-GEN,CINF,GEN,0.009433445826511034,403,0.11193493848111309,654
MGM-WEC,MGM,WEC,0.00943948973743803,404,0.11193493848111309,655
MET-MSI,MET,MSI,0.009484451869620061,404,0.11193493848111309,656
TTWO-V,TTWO,V,0.009485683917678952,403,0.11193493848111309,657
AOS-TTWO,AOS,TTWO,0.009490597967716037,404,0.11193493848111309,658
ADP-TRV,ADP,TRV,0.009494802993828488,404,0.11193493848111309,659
DGX-SLB,DGX,SLB,0.009534076082348292,404,0.11198943495014153,660
ES-RTX,ES,RTX,0.009537557865371502,404,0.11198943495014153,661
DLR-RF,DLR,RF,0.009577806190749613,404,0.11198943495014153,662
IQV-TTWO,IQV,TTWO,0.009587465073735408,404,0.11198943495014153,663
COR-UPS,COR,UPS,0.009614013672524147,404,0.11198943495014153,664
TDG-WELL,TDG,WELL,0.009614544914371864,404,0.11198943495014153,665
CRL-OXY,CRL,OXY,0.009631588370389523,404,0.11198943495014153,666
KKR-RF,KKR,RF,0.009639259412203408,404,0.11198943495014153,667
DLR-GEN,DLR,GEN,0.009642086177122245,403,0.11198943495014153,668
MGM-TMUS,MGM,TMUS,0.009643574717678554,404,0.11198943495014153,669
ANET-IVZ,ANET,IVZ,0.00971117843255361,404,0.11247695086430837,670
A-TGT,A,TGT,0.00971451075169918,404,0.11247695086430837,671
APD-KKR,APD,KKR,0.009776450564489938,404,0.11302566136238443,672
ACGL-AMCR,ACGL,AMCR,0.009793308197382767,404,0.11305232003784059,673
HON-MS,HON,MS,0.009807901912421915,404,0.11305280409140335,674
ROK-UNH,ROK,UNH,0.009825557310145828,403,0.11308852554447842,675
MGM-PPG,MGM,PPG,0.009847638803607495,404,0.11313024715494155,676
BRK-B-WEC,BRK-B,WEC,0.009897167122910448,404,0.11313024715494155,677
DLTR-EQR,DLTR,EQR,0.009906538439361073,403,0.11313024715494155,678
APD-TYL,APD,TYL,0.009936633396843173,404,0.11313024715494155,679
AMT-HCA,AMT,HCA,0.009939218787001762,404,0.11313024715494155,680
HBAN-PH,HBAN,PH,0.009957270839668417,404,0.11313024715494155,681
IP-TYL,IP,TYL,0.00996629949969188,404,0.11313024715494155,682
CTAS-PNW,CTAS,PNW,0.009968765866169026,404,0.11313024715494155,683
AXON-STT,AXON,STT,0.009970990105390973,404,0.11313024715494155,684
NFLX-SLB,NFLX,SLB,0.009974799755584369,404,0.11313024715494155,685
FITB-SRE,FITB,SRE,0.009989484606613398,403,0.1131316412664424,686
AJG-MGM,AJG,MGM,0.010035927861957613,404,0.11344176905364975,687
BRO-CB,BRO,CB,0.010049558562191025,404,0.11344176905364975,688
DTE-ROL,DTE,ROL,0.010060674331054792,404,0.11344176905364975,689
