Pair,Ticker1,Ticker2,p_value,n,q_value,rank
LYV-PLTR,LYV,PLTR,0.05049948391696764,404,0.17375132442467742,2258
AXON-NFLX,AXON,NFLX,0.05057964697713669,404,0.17388224620842696,2259
EXPE-XEL,EXPE,XEL,0.05058229842078066,404,0.17388224620842696,2260
DVN-SMCI,DVN,SMCI,0.05063418701565049,404,0.1739836350838517,2261
BRK-B-PPL,BRK-B,PPL,0.050779228180405964,404,0.1743530577188743,2262
AIZ-CBRE,AIZ,CBRE,0.05078875299942963,404,0.1743530577188743,2263
COP-OXY,COP,OXY,0.05080902595900778,404,0.1743530577188743,2264
GWW-MET,GWW,MET,0.05085981078891779,404,0.17445027373911803,2265
BALL-NXPI,BALL,NXPI,0.05098700686551774,404,0.17480938055525477,2266
AXON-CSCO,AXON,CSCO,0.05125681725024493,404,0.1756569092267988,2267
AXP-SPG,AXP,SPG,0.051325260532025935,404,0.17576055628632284,2268
CPT-LII,CPT,LII,0.05133230817526921,404,0.17576055628632284,2269
FE-K,FE,K,0.05147443870922473,403,0.17616956578500748,2270
FFIV-SYK,FFIV,SYK,0.051516662341942306,404,0.1762364375757595,2271
BR-GEV,BR,GEV,0.05156921264162332,345,0.17628829149701927,2272
CMS-INTC,CMS,INTC,0.05157720254507978,404,0.17628829149701927,2273
FOX-PAYX,FOX,PAYX,0.051608678540110135,404,0.1763183041240614,2274
JNJ-MDT,JNJ,MDT,0.051639422878978505,403,0.17633242694508977,2275
AKAM-CMCSA,AKAM,CMCSA,0.05167584137610111,403,0.17633242694508977,2276
IBM-TDY,IBM,TDY,0.051708893932272654,404,0.17633242694508977,2277
ABNB-EL,ABNB,EL,0.051710287383007175,404,0.17633242694508977,2278
PSA-UHS,PSA,UHS,0.05177664117299465,404,0.17633242694508977,2279
LII-NVDA,LII,NVDA,0.05180204305324621,404,0.17633242694508977,2280
HBAN-WAB,HBAN,WAB,0.051826005546624754,404,0.17633242694508977,2281
AWK-EPAM,AWK,EPAM,0.05183345813425168,403,0.17633242694508977,2282
GEN-MS,GEN,MS,0.05184036911687167,403,0.17633242694508977,2283
DHR-LEN,DHR,LEN,0.051860145141811365,403,0.17633242694508977,2284
NOC-RMD,NOC,RMD,0.05187542882228728,404,0.17633242694508977,2285
AFL-APD,AFL,APD,0.05188517544040098,403,0.17633242694508977,2286
EQT-IQV,EQT,IQV,0.05191148088590468,403,0.17634468517822188,2287
CME-PLTR,CME,PLTR,0.051957287861207346,404,0.17639755120204098,2288
BSX-KMI,BSX,KMI,0.051972453945356135,404,0.17639755120204098,2289
APTV-TMUS,APTV,TMUS,0.052073555443796236,404,0.17666351626325458,2290
HPE-SW,HPE,SW,0.05216023040661861,404,0.17686696500971863,2291
NKE-RSG,NKE,RSG,0.05217905570887824,404,0.17686696500971863,2292
FSLR-QCOM,FSLR,QCOM,0.052237150980164446,404,0.17698666636061822,2293
CME-DASH,CME,DASH,0.05228205868670524,404,0.177061601541854,2294
AIZ-K,AIZ,K,0.05231328030691422,403,0.1770901414834059,2295
MAA-TYL,MAA,TYL,0.05237192337261546,404,0.17721144280568357,2296
META-NFLX,META,NFLX,0.05245604336493116,404,0.17735514570929506,2297
AXON-RL,AXON,RL,0.05248288449148209,404,0.17735514570929506,2298
BLDR-WY,BLDR,WY,0.05248837249398003,404,0.17735514570929506,2299
AMAT-FSLR,AMAT,FSLR,0.052505706671563734,404,0.17735514570929506,2300
DTE-DUK,DTE,DUK,0.05257384563605575,404,0.17750812983334077,2301
CARR-PEG,CARR,PEG,0.05269957424320996,403,0.17785533983297053,2302
AXON-NTRS,AXON,NTRS,0.05280808937249111,404,0.17814417991093504,2303
CTVA-GEV,CTVA,GEV,0.05283152222671719,345,0.17814587507784976,2304
CFG-CHRW,CFG,CHRW,0.05287259811368682,404,0.17820703459663031,2305
FTNT-SNA,FTNT,SNA,0.05291205042882822,404,0.17820971245656012,2306
ADP-KVUE,ADP,KVUE,0.0529192697435042,404,0.17820971245656012,2307
PLTR-TRV,PLTR,TRV,0.05296600622178174,404,0.1782898190368381,2308
CTVA-JBL,CTVA,JBL,0.05299127821580335,404,0.17829763553857786,2309
FDX-OMC,FDX,OMC,0.053016722445438855,404,0.17830602453619673,2310
BIIB-CDW,BIIB,CDW,0.0530631847295048,403,0.1783080714555625,2311
AON-CPAY,AON,CPAY,0.05311154194369464,404,0.1783080714555625,2312
AZO-CAH,AZO,CAH,0.05312510597728679,404,0.1783080714555625,2313
KIM-SMCI,KIM,SMCI,0.05314086730687072,404,0.1783080714555625,2314
DHR-PEP,DHR,PEP,0.0531419685627781,404,0.1783080714555625,2315
ON-TGT,ON,TGT,0.05315656266793747,404,0.1783080714555625,2316
EL-VRSK,EL,VRSK,0.05317798964635581,404,0.1783080714555625,2317
AVY-ENPH,AVY,ENPH,0.05322826341850007,404,0.17837078045733137,2318
MSI-WBA,MSI,WBA,0.053254670834154555,404,0.17837078045733137,2319
BXP-PKG,BXP,PKG,0.05326556965645627,404,0.17837078045733137,2320
FSLR-TER,FSLR,TER,0.0532945852601937,404,0.1783910525146251,2321
ADP-CBRE,ADP,CBRE,0.053348723767922976,404,0.17849536389017812,2322
COF-TPR,COF,TPR,0.05341652775280165,404,0.17861141342030612,2323
RTX-SO,RTX,SO,0.05342938921209827,403,0.17861141342030612,2324
APO-CCL,APO,CCL,0.053479151499618086,404,0.17863396853714417,2325
APD-BX,APD,BX,0.05349931305603555,404,0.17863396853714417,2326
BRK-B-PNW,BRK-B,PNW,0.0535051158174713,404,0.17863396853714417,2327
DLR-PH,DLR,PH,0.05360774843708473,404,0.1787979590585247,2328
CPB-VRSN,CPB,VRSN,0.05361316532847042,404,0.1787979590585247,2329
CRWD-DE,CRWD,DE,0.05362327771995913,404,0.1787979590585247,2330
K-PGR,K,PGR,0.053723077064866426,403,0.1790538763264467,2331
DHR-ENPH,DHR,ENPH,0.053996266448338985,404,0.17982667215239356,2332
GLW-STT,GLW,STT,0.05401266212625388,403,0.17982667215239356,2333
FTNT-IBM,FTNT,IBM,0.05402438573866476,404,0.17982667215239356,2334
CTAS-PPL,CTAS,PPL,0.054061784876353915,404,0.17987144297187158,2335
MO-VZ,MO,VZ,0.05411106997051805,404,0.17987144297187158,2336
GPC-WMB,GPC,WMB,0.05412344648234569,404,0.17987144297187158,2337
FRT-NVR,FRT,NVR,0.054157662480614294,404,0.17987144297187158,2338
CF-STT,CF,STT,0.05418053568498146,404,0.17987144297187158,2339
ACGL-PRU,ACGL,PRU,0.05421809278927969,404,0.17987144297187158,2340
ENPH-WRB,ENPH,WRB,0.05422852018671212,404,0.17987144297187158,2341
CEG-HLT,CEG,HLT,0.05423682822073933,404,0.17987144297187158,2342
COR-ENPH,COR,ENPH,0.05424620811984749,404,0.17987144297187158,2343
ARE-UPS,ARE,UPS,0.05435073502317115,404,0.1801411520456556,2344
BRK-B-ED,BRK-B,ED,0.054510799198964364,404,0.18059462642931948,2345
BLK-DLR,BLK,DLR,0.05457772012553033,404,0.1807182144516223,2346
APTV-MSI,APTV,MSI,0.05460536853678882,404,0.1807182144516223,2347
BKR-MS,BKR,MS,0.054617887441422215,404,0.1807182144516223,2348
ACGL-DVA,ACGL,DVA,0.054652073347675384,404,0.1807543456100852,2349
ELV-ENPH,ELV,ENPH,0.05469113102756808,404,0.18076385663248562,2350
GRMN-KMI,GRMN,KMI,0.05471599401686218,404,0.18076385663248562,2351
APD-CFG,APD,CFG,0.0547247510361187,404,0.18076385663248562,2352
KMB-MAA,KMB,MAA,0.05477217048171773,404,0.1808070694644261,2353
BIIB-HAL,BIIB,HAL,0.05478437913750277,403,0.1808070694644261,2354
BEN-FI,BEN,FI,0.05485124300020239,404,0.18090001948686127,2355
INTC-WMT,INTC,WMT,0.05485911261565776,404,0.18090001948686127,2356
BK-DGX,BK,DGX,0.05496051342291172,404,0.1811575005441668,2357
AMZN-SW,AMZN,SW,0.05498578371634788,403,0.18116393286357366,2358
EVRG-MMM,EVRG,MMM,0.05504065701409161,404,0.18121095255545283,2359
CNP-NFLX,CNP,NFLX,0.055046704599159314,404,0.18121095255545283,2360
APTV-WMB,APTV,WMB,0.05508134036499758,404,0.18124817166271334,2361
AES-PEP,AES,PEP,0.055167298919004036,404,0.18145416820564875,2362
AOS-OXY,AOS,OXY,0.05522615315014816,404,0.18157087762314897,2363
CNP-DOW,CNP,DOW,0.05527582578068473,404,0.18165731408212338,2364
CARR-EQR,CARR,EQR,0.05530840927047916,403,0.18168753979803492,2365
CF-LYV,CF,LYV,0.05539463908130731,404,0.18180620140451104,2366
IRM-KIM,IRM,KIM,0.055394854438915356,404,0.18180620140451104,2367
AVGO-HWM,AVGO,HWM,0.05541473612123596,404,0.18180620140451104,2368
NVDA-STX,NVDA,STX,0.05547840771011578,404,0.1818492689583276,2369
EMR-GOOG,EMR,GOOG,0.055494091891829814,404,0.1818492689583276,2370
ADP-SYK,ADP,SYK,0.05549808427084499,404,0.1818492689583276,2371
PLTR-SLB,PLTR,SLB,0.05555313857752853,404,0.18194323308186489,2372
SRE-TFC,SRE,TFC,0.055573599189505135,404,0.18194323308186489,2373
CNP-REGN,CNP,REGN,0.05563845702714316,404,0.1820788427312027,2374
CF-DASH,CF,DASH,0.05566839230339224,404,0.18210010097054918,2375
HLT-VST,HLT,VST,0.05578645679443856,404,0.18240950456060318,2376
ADP-FOX,ADP,FOX,0.055828478792457024,404,0.1824328627612078,2377
IPG-TMO,IPG,TMO,0.05586919934603575,404,0.1824328627612078,2378
J-NSC,J,NSC,0.05587728403811941,404,0.1824328627612078,2379
MTD-QCOM,MTD,QCOM,0.05590509650008521,404,0.1824328627612078,2380
MRNA-V,MRNA,V,0.05592630687915258,403,0.1824328627612078,2381
DD-MTD,DD,MTD,0.055934493383601104,404,0.1824328627612078,2382
FOX-WEC,FOX,WEC,0.05602226131481,404,0.1826424457216781,2383
DE-LYV,DE,LYV,0.05610555939213927,404,0.18275769023895244,2384
MCK-TTWO,MCK,TTWO,0.056129880010903514,404,0.18275769023895244,2385
BBY-NVR,BBY,NVR,0.0561610198049079,404,0.18275769023895244,2386
DVA-LII,DVA,LII,0.05619121596362562,404,0.18275769023895244,2387
AVGO-MS,AVGO,MS,0.05621251192256587,404,0.18275769023895244,2388
PNW-VICI,PNW,VICI,0.05623324760593016,404,0.18275769023895244,2389
CMCSA-IEX,CMCSA,IEX,0.05624067536049458,403,0.18275769023895244,2390
NFLX-NWS,NFLX,NWS,0.056245802208950355,404,0.18275769023895244,2391
COF-HLT,COF,HLT,0.056272904155927644,404,0.1827693111987466,2392
AXON-ELV,AXON,ELV,0.05631197069890338,404,0.18281976613446735,2393
EXPE-RJF,EXPE,RJF,0.056352677726002144,404,0.18282225675070693,2394
DLR-WAB,DLR,WAB,0.05635980240931176,404,0.18282225675070693,2395
DOW-TPR,DOW,TPR,0.05643218749944928,404,0.18296594877072603,2396
LVS-PTC,LVS,PTC,0.05645643959363597,404,0.18296594877072603,2397
CB-EQR,CB,EQR,0.056483153589604575,403,0.18296594877072603,2398
PEG-TYL,PEG,TYL,0.056498302368512256,404,0.18296594877072603,2399
DXCM-TYL,DXCM,TYL,0.056532971904759165,404,0.18300194113669746,2400
CSCO-ELV,CSCO,ELV,0.05659865861605179,404,0.18312093463930337,2401
NDSN-TXT,NDSN,TXT,0.05661687282837002,404,0.18312093463930337,2402
MCO-MTB,MCO,MTB,0.05668061609023735,404,0.18318859354065034,2403
AXP-KMI,AXP,KMI,0.05669504204969842,404,0.18318859354065034,2404
BX-J,BX,J,0.05670852972908535,404,0.18318859354065034,2405
IR-PRU,IR,PRU,0.056776791773585696,404,0.18319069889545297,2406
CPAY-SOLV,CPAY,SOLV,0.056792817168534376,346,0.18319069889545297,2407
AVB-EQR,AVB,EQR,0.05689147926538212,403,0.18319069889545297,2408
CBOE-ICE,CBOE,ICE,0.056921724372551066,403,0.18319069889545297,2409
COO-MCK,COO,MCK,0.05692270153438755,404,0.18319069889545297,2410
LW-T,LW,T,0.056932065868789516,404,0.18319069889545297,2411
BKNG-NFLX,BKNG,NFLX,0.05697820972599434,404,0.18319069889545297,2412
HBAN-SPG,HBAN,SPG,0.05697971302384415,404,0.18319069889545297,2413
LKQ-PEG,LKQ,PEG,0.056992095264766514,404,0.18319069889545297,2414
JPM-TKO,JPM,TKO,0.05701511982499,404,0.18319069889545297,2415
ADP-PANW,ADP,PANW,0.05702462256481102,404,0.18319069889545297,2416
HUBB-USB,HUBB,USB,0.05702490884642395,404,0.18319069889545297,2417
GLW-GS,GLW,GS,0.05704210311697982,403,0.18319069889545297,2418
KKR-NCLH,KKR,NCLH,0.057066199036616916,404,0.18319069889545297,2419
ATO-BIIB,ATO,BIIB,0.05707764176888196,403,0.18319069889545297,2420
BKR-FOXA,BKR,FOXA,0.057086456690164974,404,0.18319069889545297,2421
CEG-JCI,CEG,JCI,0.057173189313007834,404,0.1833932732340041,2422
BR-MRK,BR,MRK,0.0572114261331204,404,0.18344018556674055,2423
GS-LKQ,GS,LKQ,0.0572846991171879,403,0.18347376372140212,2424
KDP-NEE,KDP,NEE,0.0573411412315012,404,0.18347376372140212,2425
FIS-LMT,FIS,LMT,0.057356718196199,404,0.18347376372140212,2426
DXCM-MSI,DXCM,MSI,0.057365235537006905,404,0.18347376372140212,2427
BG-GILD,BG,GILD,0.05738197816532275,404,0.18347376372140212,2428
BK-GILD,BK,GILD,0.057408777662139844,404,0.18347376372140212,2429
MSFT-WDC,MSFT,WDC,0.057422849570818994,404,0.18347376372140212,2430
PNR-STT,PNR,STT,0.057427268381579175,404,0.18347376372140212,2431
BK-NDAQ,BK,NDAQ,0.057434443734129224,404,0.18347376372140212,2432
DG-GPC,DG,GPC,0.05745933328545675,404,0.18347782996083578,2433
KR-ORLY,KR,ORLY,0.05748532503355956,404,0.18348541092264758,2434
EPAM-KDP,EPAM,KDP,0.05753114600312106,404,0.18355053456134357,2435
AJG-PAYX,AJG,PAYX,0.05755542734976682,404,0.18355053456134357,2436
CTVA-NTRS,CTVA,NTRS,0.057608678050705554,404,0.18355053456134357,2437
AEP-ECL,AEP,ECL,0.05762285253476803,404,0.18355053456134357,2438
ABT-ORLY,ABT,ORLY,0.05763368739260309,403,0.18355053456134357,2439
AMZN-COIN,AMZN,COIN,0.05765548234973062,403,0.18355053456134357,2440
DOW-UPS,DOW,UPS,0.05767111016401592,404,0.18355053456134357,2441
CARR-SRE,CARR,SRE,0.05778346040926746,403,0.18379890045118538,2442
ESS-TPL,ESS,TPL,0.057796462067479196,404,0.18379890045118538,2443
DD-PFE,DD,PFE,0.05784696914684462,404,0.18388424848683954,2444
CDNS-MSFT,CDNS,MSFT,0.05805731626434025,404,0.18447741924648645,2445
PGR-WMB,PGR,WMB,0.05813956313063683,404,0.18466323220029338,2446
PAYC-REGN,PAYC,REGN,0.05820471058652718,404,0.1847946042283325,2447
FAST-TDY,FAST,TDY,0.058298253426567824,404,0.18501598483292706,2448
CRWD-TTWO,CRWD,TTWO,0.05834831937914328,404,0.18509926225257828,2449
KLAC-TEL,KLAC,TEL,0.05840448097165236,404,0.18512040635936933,2450
SWKS-TGT,SWKS,TGT,0.058406604868612245,404,0.18512040635936933,2451
IR-LEN,IR,LEN,0.058426468836809575,403,0.18512040635936933,2452
AOS-CDW,AOS,CDW,0.058485041379761286,404,0.18522849110987635,2453
BLK-NDAQ,BLK,NDAQ,0.058515614468290844,404,0.18522849110987635,2454
VICI-VTR,VICI,VTR,0.05853210782272448,404,0.18522849110987635,2455
DXCM-PNW,DXCM,PNW,0.05866001356016583,404,0.18543296810450463,2456
TJX-VTR,TJX,VTR,0.05866288810252631,404,0.18543296810450463,2457
GIS-OMC,GIS,OMC,0.05868029373530375,404,0.18543296810450463,2458
DTE-EVRG,DTE,EVRG,0.05869219572261255,404,0.18543296810450463,2459
COF-CTVA,COF,CTVA,0.05875988265089088,404,0.18553613786243364,2460
BAC-ORCL,BAC,ORCL,0.058778312360048844,403,0.18553613786243364,2461
VTRS-WST,VTRS,WST,0.058812074535541624,404,0.18553613786243364,2462
INCY-MTB,INCY,MTB,0.05882037682522514,404,0.18553613786243364,2463
CSCO-GILD,CSCO,GILD,0.058917219189897854,404,0.1856585409228719,2464
ADSK-DLR,ADSK,DLR,0.0589750147448562,404,0.1856585409228719,2465
TYL-VTR,TYL,VTR,0.05897973314399087,404,0.1856585409228719,2466
ETR-WTW,ETR,WTW,0.05898465248811751,403,0.1856585409228719,2467
EQR-LII,EQR,LII,0.058997976679011584,403,0.1856585409228719,2468
AOS-ETR,AOS,ETR,0.059022566580809614,403,0.1856585409228719,2469
ON-PPG,ON,PPG,0.059049821497370945,404,0.1856585409228719,2470
HLT-RF,HLT,RF,0.05905036100146949,404,0.1856585409228719,2471
CHRW-D,CHRW,D,0.05912147561108225,404,0.18574354824696776,2472
CRL-SWKS,CRL,SWKS,0.059125214933035304,404,0.18574354824696776,2473
DRI-NFLX,DRI,NFLX,0.059168870428702246,404,0.18580555956369757,2474
CMCSA-NDSN,CMCSA,NDSN,0.059277698278250544,403,0.1859422265621041,2475
GRMN-MMM,GRMN,MMM,0.059295410569634485,404,0.1859422265621041,2476
ECL-WELL,ECL,WELL,0.05930094386516771,404,0.1859422265621041,2477
ETR-TKO,ETR,TKO,0.05931948461392628,403,0.1859422265621041,2478
DVN-PLTR,DVN,PLTR,0.05933206070890155,404,0.1859422265621041,2479
AEP-WELL,AEP,WELL,0.059381664723564195,404,0.18600092212432978,2480
COST-MO,COST,MO,0.05941885146801315,403,0.18600092212432978,2481
BMY-FI,BMY,FI,0.059422614070354804,404,0.18600092212432978,2482
MO-NI,MO,NI,0.05948336541847843,404,0.18601719954307575,2483
ADBE-EQT,ADBE,EQT,0.0595034090581997,403,0.18601719954307575,2484
HD-KIM,HD,KIM,0.05954532724537177,404,0.18601719954307575,2485
FRT-LMT,FRT,LMT,0.05956188696931899,404,0.18601719954307575,2486
MA-PAYC,MA,PAYC,0.059571664695013814,404,0.18601719954307575,2487
LW-RTX,LW,RTX,0.059585563888968955,404,0.18601719954307575,2488
GLW-SPGI,GLW,SPGI,0.059617912249034635,403,0.18601719954307575,2489
BSX-HUM,BSX,HUM,0.05966436128429149,404,0.18601719954307575,2490
MCO-MMM,MCO,MMM,0.059673730369072926,404,0.18601719954307575,2491
VZ-YUM,VZ,YUM,0.05970455337455203,403,0.18601719954307575,2492
DLTR-PSA,DLTR,PSA,0.05971176478937882,404,0.18601719954307575,2493
CBRE-WTW,CBRE,WTW,0.059758312531681075,404,0.18601719954307575,2494
EMR-GOOGL,EMR,GOOGL,0.05976130017382394,403,0.18601719954307575,2495
AIG-AZO,AIG,AZO,0.05977793293793052,404,0.18601719954307575,2496
GEV-STT,GEV,STT,0.059786967081871555,345,0.18601719954307575,2497
IPG-PEP,IPG,PEP,0.05985938619816756,404,0.18615542737510152,2498
BLDR-HOLX,BLDR,HOLX,0.0598862531218245,404,0.18615542737510152,2499
EVRG-LW,EVRG,LW,0.059903278213123155,404,0.18615542737510152,2500
ADP-AON,ADP,AON,0.059959208940560574,404,0.1862547358093623,2501
CB-MMC,CB,MMC,0.06003247872428096,404,0.18626120478926633,2502
FDX-TECH,FDX,TECH,0.06007358953768553,404,0.18626120478926633,2503
EVRG-WMT,EVRG,WMT,0.060082264863272686,404,0.18626120478926633,2504
AZO-ROL,AZO,ROL,0.06009302335512044,404,0.18626120478926633,2505
APTV-PNW,APTV,PNW,0.060095735245233865,404,0.18626120478926633,2506
DASH-NTRS,DASH,NTRS,0.06011220508579318,404,0.18626120478926633,2507
ALLE-CBOE,ALLE,CBOE,0.060129115923732775,404,0.18626120478926633,2508
CTVA-PLTR,CTVA,PLTR,0.0602517954606713,404,0.18649331383920772,2509
JPM-PLTR,JPM,PLTR,0.06025205531425041,404,0.18649331383920772,2510
GEV-TKO,GEV,TKO,0.060329948764650976,345,0.1866539217695328,2511
GEHC-IQV,GEHC,IQV,0.06035199529991845,404,0.1866539217695328,2512
CDW-T,CDW,T,0.06041988217677175,404,0.18678952034673288,2513
LNT-PNW,LNT,PNW,0.06045313734017007,404,0.18681798886069265,2514
CF-COF,CF,COF,0.060542297596211936,404,0.1869702640967831,2515
AKAM-NRG,AKAM,NRG,0.06055054504666061,404,0.1869702640967831,2516
ENPH-KHC,ENPH,KHC,0.06060280456236954,403,0.18705728591380572,2517
ARE-CME,ARE,CME,0.0606557967578649,404,0.18714649921042592,2518
DLTR-MAA,DLTR,MAA,0.06076091459771197,404,0.18736245475063162,2519
GPC-TXT,GPC,TXT,0.060774172348514816,404,0.18736245475063162,2520
MU-VLO,MU,VLO,0.06082974173934078,403,0.18736245475063162,2521
AVGO-BK,AVGO,BK,0.06084686580508039,404,0.18736245475063162,2522
CMI-SPG,CMI,SPG,0.06088289877601171,404,0.18736245475063162,2523
K-LNT,K,LNT,0.060904832677643385,403,0.18736245475063162,2524
CBOE-NOC,CBOE,NOC,0.060907878307161774,404,0.18736245475063162,2525
AFL-ESS,AFL,ESS,0.06092140709326289,403,0.18736245475063162,2526
AJG-PGR,AJG,PGR,0.06098780637660424,404,0.18736245475063162,2527
JCI-RTX,JCI,RTX,0.0609958418102255,404,0.18736245475063162,2528
GWW-PKG,GWW,PKG,0.061020864277362405,404,0.18736245475063162,2529
HOLX-SWK,HOLX,SWK,0.06104664306425653,404,0.18736245475063162,2530
DVA-IP,DVA,IP,0.06105558159507817,404,0.18736245475063162,2531
ECL-VST,ECL,VST,0.06106342327565958,404,0.18736245475063162,2532
SWK-TMO,SWK,TMO,0.06110643342186724,404,0.187420403179821,2533
DOC-ULTA,DOC,ULTA,0.06116827429125353,404,0.18753603905633334,2534
EMR-ROK,EMR,ROK,0.06123307136492378,403,0.18766064356374473,2535
HWM-JPM,HWM,JPM,0.06125773242777444,404,0.1876621937032254,2536
MS-PH,MS,PH,0.06137683649002929,404,0.18795295336658951,2537
BIIB-REGN,BIIB,REGN,0.06145599107953956,403,0.18802883014471627,2538
ESS-LII,ESS,LII,0.06147374210552977,404,0.18802883014471627,2539
AXON-GEV,AXON,GEV,0.06148227426906875,345,0.18802883014471627,2540
EVRG-PPL,EVRG,PPL,0.06151347128457475,404,0.18802883014471627,2541
CCL-DLR,CCL,DLR,0.061548392887759984,404,0.18802883014471627,2542
TKO-WELL,TKO,WELL,0.061561996918696314,404,0.18802883014471627,2543
LNT-TMUS,LNT,TMUS,0.06157103152119426,404,0.18802883014471627,2544
IPG-WY,IPG,WY,0.061647299034318606,404,0.18812840588048274,2545
EQT-WFC,EQT,WFC,0.06165206865384336,403,0.18812840588048274,2546
GE-TDG,GE,TDG,0.06168125843839342,404,0.18814357942986984,2547
BAX-CNP,BAX,CNP,0.06174067202505411,404,0.18822668865772843,2548
BG-HSY,BG,HSY,0.061771306845452734,404,0.18822668865772843,2549
BIIB-RSG,BIIB,RSG,0.061781188837328804,403,0.18822668865772843,2550
BKR-SYF,BKR,SYF,0.061826441826727585,404,0.18829071993408333,2551
MMM-REG,MMM,REG,0.06186546697781555,404,0.18833574175182172,2552
BAC-GLW,BAC,GLW,0.061926246174182235,403,0.18844415536898132,2553
CAH-VRSN,CAH,VRSN,0.06194959104291135,404,0.18844415536898132,2554
BRK-B-PAYX,BRK-B,PAYX,0.06198032975702878,404,0.18846386766432743,2555
CARR-CHRW,CARR,CHRW,0.062099170390367865,403,0.18874489767070515,2556
AON-SBUX,AON,SBUX,0.06212250635709123,404,0.18874489767070515,2557
MU-XYL,MU,XYL,0.06216671003822979,403,0.18874489767070515,2558
AIZ-FTNT,AIZ,FTNT,0.0621699308970697,404,0.18874489767070515,2559
CB-PPL,CB,PPL,0.06222562600934287,404,0.1888401908072597,2560
AXON-ENPH,AXON,ENPH,0.06227946938158596,404,0.18892979212242925,2561
AMAT-MTD,AMAT,MTD,0.062409827091890316,404,0.18921558158589388,2562
ARE-ENPH,ARE,ENPH,0.06242238841609551,404,0.18921558158589388,2563
DLR-TT,DLR,TT,0.062489409262788946,404,0.18932081428263461,2564
ETN-GM,ETN,GM,0.06250584227506215,404,0.18932081428263461,2565
JKHY-MET,JKHY,MET,0.06264104111367354,404,0.18965637116606768,2566
ROK-WBD,ROK,WBD,0.0627307119109609,403,0.18978126075635673,2567
LW-PPL,LW,PPL,0.06273114655970191,404,0.18978126075635673,2568
MCHP-WTW,MCHP,WTW,0.0627855722610267,404,0.18987197777186315,2569
KIM-SRE,KIM,SRE,0.06285900988689365,404,0.1899908251629367,2570
ANET-HPE,ANET,HPE,0.06287378188877722,404,0.1899908251629367,2571
ABT-IBM,ABT,IBM,0.06291261632456539,403,0.19003425980775604,2572
ADP-KMI,ADP,KMI,0.06298042112873913,404,0.19012152599443286,2573
LNT-PPL,LNT,PPL,0.06299943530851304,404,0.19012152599443286,2574
MKC-OKE,MKC,OKE,0.06303811500674017,404,0.19012152599443286,2575
AAPL-APD,AAPL,APD,0.06306347066267172,404,0.19012152599443286,2576
AON-CBRE,AON,CBRE,0.06306386568254002,404,0.19012152599443286,2577
CAG-ROK,CAG,ROK,0.06313113041276282,403,0.1902228903740624,2578
LHX-STX,LHX,STX,0.06314645826679198,404,0.1902228903740624,2579
IBM-TRV,IBM,TRV,0.06319746201001622,404,0.1903027450991535,2580
ARE-MRK,ARE,MRK,0.0632343883422041,404,0.19034016390181466,2581
GEN-SPGI,GEN,SPGI,0.06335595848392726,403,0.19060104271383735,2582
NEE-TSCO,NEE,TSCO,0.06337012399663301,404,0.19060104271383735,2583
AOS-BIIB,AOS,BIIB,0.06342445200710801,403,0.19062704159845256,2584
K-MAA,K,MAA,0.06342784174694296,403,0.19062704159845256,2585
DVN-T,DVN,T,0.06345941002997807,404,0.19064816570877788,2586
BXP-MSCI,BXP,MSCI,0.06349349860192849,404,0.1906768421485823,2587
ADP-WMB,ADP,WMB,0.06353878775777096,404,0.1907205139931221,2588
AAPL-SRE,AAPL,SRE,0.06355713872161065,404,0.1907205139931221,2589
EBAY-TDG,EBAY,TDG,0.06360351345046686,404,0.1907826854262255,2590
ADP-REG,ADP,REG,0.06362697103093709,404,0.1907826854262255,2591
HLT-NWS,HLT,NWS,0.06366586314680503,404,0.19080557900256304,2592
CF-CTVA,CF,CTVA,0.06368372587896073,404,0.19080557900256304,2593
KEY-SYF,KEY,SYF,0.06373136081376803,404,0.19087468857446563,2594
HLT-RL,HLT,RL,0.06392321134647146,404,0.19118097853640878,2595
PPL-WMT,PPL,WMT,0.06393300767840736,404,0.19118097853640878,2596
PLTR-RL,PLTR,RL,0.06395847277380466,404,0.19118097853640878,2597
APO-HBAN,APO,HBAN,0.06405600794246918,404,0.19118097853640878,2598
TDY-XEL,TDY,XEL,0.06406419918104782,404,0.19118097853640878,2599
FDX-VTRS,FDX,VTRS,0.06410124442755037,404,0.19118097853640878,2600
GOOG-LKQ,GOOG,LKQ,0.06410359402280609,404,0.19118097853640878,2601
BG-NXPI,BG,NXPI,0.06410718790511825,404,0.19118097853640878,2602
ETR-GILD,ETR,GILD,0.06415280085859364,403,0.19118097853640878,2603
MSI-SRE,MSI,SRE,0.06419064286535989,404,0.19118097853640878,2604
AXP-MTB,AXP,MTB,0.06419165118977958,404,0.19118097853640878,2605
A-IR,A,IR,0.06421905459922023,404,0.19118097853640878,2606
HAL-TGT,HAL,TGT,0.06423567866372912,404,0.19118097853640878,2607
AKAM-BF-B,AKAM,BF-B,0.064248739993581,404,0.19118097853640878,2608
BKR-CFG,BKR,CFG,0.06425020833026515,404,0.19118097853640878,2609
HOLX-IQV,HOLX,IQV,0.06425488874603516,404,0.19118097853640878,2610
COP-LYB,COP,LYB,0.06428713336769132,404,0.19118097853640878,2611
DVN-GPC,DVN,GPC,0.06441999962146662,404,0.19118097853640878,2612
AEE-MGM,AEE,MGM,0.06447617306701242,403,0.19118097853640878,2613
